channel,activation_variance_clean,activation_variance_clean_iqr,activation_variance_light,activation_variance_light_iqr,active_ratio_clean,active_ratio_clean_iqr,active_ratio_light,active_ratio_light_iqr,gradient_energy_clean,gradient_energy_clean_iqr,gradient_energy_light,gradient_energy_light_iqr,orientation_coherence_clean,orientation_coherence_clean_iqr,orientation_coherence_light,orientation_coherence_light_iqr,dominant_angle_clean,dominant_angle_clean_iqr,dominant_angle_light,dominant_angle_light_iqr,spectral_centroid_clean,spectral_centroid_clean_iqr,spectral_centroid_light,spectral_centroid_light_iqr,cross_light_ncc,cross_light_ncc_iqr,relative_mad,relative_mad_iqr,mean_shift_absolute,mean_shift_absolute_iqr,mean_shift_relative,mean_shift_relative_iqr,gradient_retention,gradient_retention_iqr,spatial_entropy_clean,spatial_entropy_clean_iqr,component_count_clean,component_count_clean_iqr,component_scale_clean,component_scale_clean_iqr,spatial_entropy_light,spatial_entropy_light_iqr,component_count_light,component_count_light_iqr,component_scale_light,component_scale_light_iqr,gradient_energy,orientation_coherence,spectral_centroid,density_label,structure_label,illumination_label,colour_label,frequency_label,soft_label,dead_variance_max_condition,dead_gradient_max_condition,dead_base_rule,dead_bootstrap_stability,confirmed_dead_candidate,manual_review_status
25,0.10860778899255012,0.0201550034171791,0.10260885974518677,0.028725539623101815,0.6384375,0.10567708333333337,0.6513541666666667,0.12046875000000012,0.11048671343480866,0.027017757357447436,0.10164024183677693,0.03467645017918357,0.0723564305146226,0.04699933983737238,0.07227954143056631,0.06872013352409678,79.97607619103576,59.11409940525949,76.74148588646102,53.125668951854365,0.34816307200261887,0.014575639003782948,0.3440880148858616,0.018115270605625455,0.9341828323811815,0.25082524764372105,0.2665001735921235,0.42732656482697995,-0.005314433643605579,0.0299373663221806,-0.02093909116938593,0.10717262479414735,0.9592867806865417,0.24723062709980081,0.9122925149608889,0.021351384328419543,75.5,12.0,0.0011143046265328874,0.0001981362136859123,0.9149438793044556,0.025185722830466495,70.5,11.75,0.0011710412012906428,0.0003247975303743496,0.1060634776357928,0.07231798597259445,0.34612554344424024,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.10883335519422299,0.11048671343480866,False,0.0,False,not_required
26,0.07067631904306407,0.017876915150679504,0.06367627894649742,0.024807845771140598,0.434375,0.04838541666666668,0.38875000000000004,0.07135416666666666,0.0711289553115557,0.01653262565255372,0.06203530865493053,0.027278840103963323,0.1500290732756983,0.06950731745779537,0.14838918173827675,0.05880703618977445,85.21110895110678,14.201656113901166,84.57545523206778,19.180267314281593,0.37790479301440594,0.0162083820517952,0.367851037216007,0.024250676553758788,0.9254384137285769,0.3022240989632964,0.3417582456240036,0.5521937018076213,-0.013339961754461137,0.03953190370077248,-0.09751398682920896,0.3187085355656896,0.9138791058703057,0.3105986537009259,0.8563253803287698,0.013425422922452634,64.0,11.5,0.000757825456053068,5.754712815077723e-05,0.8407934190044295,0.021489187440661528,52.5,12.75,0.000766426282051282,9.173330527497195e-05,0.06658213198324311,0.14920912750698753,0.37287791511520646,Moderate-region,Texture/high-frequency,Intermediate,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Intermediate,0.07067631904306407,0.0711289553115557,False,0.0,False,not_required
27,0.045527881026353786,0.015846708815099857,0.04226958498246548,0.0164300032584588,0.6123958333333333,0.029531249999999898,0.6233333333333333,0.06479166666666669,0.041394878367548835,0.015013766469894094,0.03699488837399322,0.015101770364726319,0.25306275130525346,0.07795723673937416,0.24476468579644253,0.07787544075858815,117.2821899426319,5.216330850864097,116.01889924856374,7.225602804064266,0.3132175912167704,0.01677577967901306,0.3160266084228548,0.020103277097654193,0.8878917236972506,0.25400323293658,0.39190880270402745,0.46519536248414217,-0.0002389113461223752,0.012492549417875885,-0.0015336443232994367,0.10461908828198503,0.9573733894643446,0.20948168333800243,0.8884522781424928,0.005623089189993213,60.0,11.5,0.001339045698924731,0.0003303285312025088,0.8909404445070648,0.01344258272497656,60.5,10.0,0.0013289299637983848,0.0003437215626155719,0.039194883370771025,0.24891371855084798,0.3146220998198126,Dense-global,Region-blob,Sensitive,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Sensitive,0.04574621466298461,0.041394878367548835,False,0.0,False,not_required
28,0.06966777196102289,0.014832786116972224,0.05980008874878329,0.024888345963969244,0.5657291666666666,0.09552083333333339,0.5113541666666667,0.10869791666666662,0.06957623531139367,0.019685493767681764,0.05895958813153443,0.024148014379676334,0.05858469950499659,0.03056860524507439,0.06827586557828469,0.03983978902118856,66.64667626038387,72.05813011754412,55.21525134966058,36.238093698941924,0.3611579053982108,0.033948291165278865,0.3505407933036908,0.03634419510149167,0.8648442033664155,0.48209752295822517,0.4044625173698709,0.6822818669189318,-0.025924150875681562,0.04944731848191773,-0.12376241504926726,0.2754284244310488,0.8719287220925418,0.26623960964228033,0.8941705665458717,0.023851015311224466,82.5,12.75,0.0009207317073170733,0.0001436471287655091,0.8786560647067301,0.03034880011340535,70.5,21.5,0.0008981782106782107,0.0001771159874608152,0.06426791172146405,0.06343028254164064,0.3558493493509508,Dense-global,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Sensitive,0.06966777196102289,0.06957623531139367,False,0.0,False,not_required
29,0.0679086166673004,0.01759349138391434,0.05817841939522368,0.027811531173061788,0.5843750000000001,0.036666666666666625,0.5892708333333333,0.23833333333333329,0.05862733002479326,0.02051860625141924,0.051185190536216216,0.02339630310386283,0.12669004518176155,0.06778056214762335,0.11363929765441219,0.0853695756390028,65.9411923821443,24.515271588657036,67.08975989136329,21.311860415497584,0.32693320329488373,0.03210121941699884,0.32914645389832287,0.035958335798310814,0.9402914931468049,0.5413155950479432,0.28086192349959793,0.6364294058040834,0.0,0.05270820586690059,0.0,0.22445588901774,0.9010597140418699,0.17519466337511713,0.906595109877478,0.00971166033228632,76.0,7.0,0.0009717881944444444,8.03416676898053e-05,0.9085168713481574,0.04610842612036625,74.0,21.75,0.0009976322476322476,0.00017857479731392596,0.05490626028050474,0.12016467141808687,0.3280398285966033,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.0679086166673004,0.05862733002479326,False,0.0,False,not_required
30,0.07694437108071683,0.024364490109117343,0.0685732397130312,0.028228084664662464,0.4546875,0.1066145833333334,0.4676041666666667,0.11317708333333332,0.05558148038280063,0.013933402491146198,0.04876634685238947,0.02018303158786157,0.21546000469269155,0.06716187759384351,0.2197843416903816,0.06684107559201646,109.6976282057797,5.566086502982586,109.4803653982576,8.148528521260843,0.2643643740950039,0.029510972091423116,0.2591166542080078,0.04069279154055433,0.9387918801817087,0.2539911667379817,0.2877963269298168,0.5029613759642888,-0.01135129941279956,0.026079180075826512,-0.0752904897056775,0.17473371648314506,0.9698907399502011,0.2306704188458003,0.8586843572562913,0.03970038261627229,39.0,8.5,0.0016303459119496855,0.0006140867340452584,0.8501805809338259,0.021614446689315447,39.0,5.5,0.0016088165306915305,0.0008684678474430315,0.05217391361759505,0.2176221731915366,0.26174051415150584,Moderate-region,Region-blob,Stable,N/A,Low-frequency,Moderate-region + Region-blob + Low-frequency + Stable,0.07694437108071683,0.05558148038280063,False,0.0,False,not_required
31,0.1056735777373567,0.03071382682180128,0.09348939130428896,0.0349918086879209,0.6148958333333334,0.08015625000000004,0.6377083333333333,0.09848958333333324,0.09604787689296657,0.029752705493158726,0.08530601655046582,0.028154228837149797,0.11685936826242113,0.04092722304188923,0.12018407096331098,0.04025783566264002,76.55013329555317,24.639260696095533,74.39610667019562,22.743285326117075,0.3140071928426347,0.017616411683329725,0.3181762411337663,0.02041143722186478,0.9337323846254432,0.2161682924137618,0.28067327739728676,0.4228269135408041,0.0,0.005951272728830191,0.0,0.026272727144576624,0.9670803859586388,0.21633269591327997,0.9008380896525192,0.018879968360894894,63.5,9.75,0.001117372495446266,0.0002084457211893177,0.9074538749109046,0.0273938331909771,63.5,10.0,0.0011403139637002342,0.00017613260582010574,0.0906769467217162,0.11852171961286606,0.3160917169882005,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.1056735777373567,0.09604787689296657,False,0.0,False,not_required
32,0.05881375026736711,0.013433819696323047,0.055911527627857394,0.027884481299914103,0.4397916666666667,0.04588541666666662,0.438125,0.23932291666666666,0.058574738265672735,0.01657148312257265,0.054855191942999204,0.033822823991926904,0.09646814863004086,0.07573596668986697,0.08328004050958018,0.08927388694749014,96.83752746212397,35.58791523909039,93.43994871086129,31.413609417928114,0.3694015513024765,0.02971255611314716,0.36596540270267064,0.028974161416343125,0.8180093511922788,0.39482518444249526,0.5824367404655939,0.6495889110841011,0.0,0.07022849733424497,0.0,0.5784707079267011,0.9989998445718711,0.40724502311464117,0.8631686302557049,0.013120364093417325,64.0,10.5,0.0007561634629547798,0.00011472642194888393,0.8612676926014873,0.08512477963555432,63.5,32.5,0.0007490447927993234,9.99684424399604e-05,0.05671496510433597,0.08987409456981052,0.36768347700257353,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.05956329031477284,0.05988073818199929,False,0.0,False,not_required
33,0.058776233436570596,0.03486642772605838,0.04964134750177712,0.03720641566075028,0.37520833333333337,0.07880208333333338,0.33645833333333336,0.12119791666666668,0.05373827925081251,0.027810528995286445,0.04297258713214999,0.029106517377944473,0.084854805997594,0.055492820970043294,0.09530664897372379,0.06449473594786685,88.79738511280593,31.906309973710677,85.2379554161954,26.179690004927252,0.3218516928077304,0.04262267857542201,0.32800735441193496,0.03709043470896978,0.9416148987954038,0.29713535464574314,0.31364720219044934,0.6103897424946203,-0.0023474378217304137,0.029361060590952528,-0.024513403809153338,0.27589501127150134,0.9932278162936157,0.24951009479091202,0.8370850932146099,0.030047574830790014,51.5,14.25,0.0009256213450292397,0.00020410206407293278,0.8230952824983588,0.042479567787376826,43.5,15.5,0.0008534221970126678,0.00021392986542443065,0.04835543319148125,0.0900807274856589,0.3249295236098327,Moderate-region,Mixed/isotropic,Stable,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Stable,0.058776233436570596,0.05373827925081251,False,0.0,False,not_required
34,0.01762098592722257,0.009403162543874398,0.017313753712268398,0.009514163398724936,0.1440625,0.02635416666666665,0.14427083333333335,0.03578125,0.01689113854596159,0.008979029768153853,0.01691866395115533,0.00877605919020749,0.06679110909317217,0.07265179569891106,0.059409105999312734,0.07389528750965721,150.3659759767495,139.60485236778212,153.1424635852985,87.51977956132313,0.39237261907297327,0.01958578338903655,0.3966887801763318,0.025129046608721617,0.8898317946279823,0.40535431749327655,0.5254222299352669,0.8829220490389242,0.0,0.0021194590762965565,0.0,0.060709888856615005,0.9999999999596336,0.04440659795617763,0.714735751124142,0.022400260082452328,21.0,8.75,0.000602114898989899,9.205522486772477e-05,0.7153407493822357,0.027196053195639114,21.5,8.75,0.0005848765432098765,0.00010345156369183839,0.01690490124855846,0.06310010754624246,0.39453069962465254,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.017882047371929853,0.01696038436866004,False,0.0,False,not_required
35,0.04387870703106163,0.018407847491245723,0.040753024685491385,0.020134363827942932,0.19979166666666667,0.028020833333333328,0.19770833333333332,0.03140625,0.044652495314533525,0.018417804719060946,0.04010291939902133,0.02084500870914037,0.09441960947234877,0.07075861433986574,0.09780655823397225,0.04778309227335248,53.61113445645913,98.57883893171855,62.82445380621737,80.7076487323124,0.43650014025393025,0.02500710848627824,0.43558154495374685,0.026241993931685192,0.8739611090213147,0.3187934143286306,0.5316516710108926,0.7165829196407126,0.0,0.010968359185458599,0.0,0.15855223746235103,0.9999999999766902,0.15609353695442274,0.7619426821982817,0.01842206082951736,27.0,7.5,0.0006005015432098766,8.498030974085538e-05,0.7573450830479274,0.02777494518751511,27.0,9.25,0.0005995163690476191,0.00012626262626262632,0.04237770735677743,0.0961130838531605,0.4360408426038386,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.04480465663897486,0.045062641249972016,False,0.0,False,not_required
36,0.10930328670595205,0.025450828365889522,0.09947930132579716,0.031847141408630514,0.7371875,0.10302083333333334,0.7514583333333333,0.11333333333333329,0.08070456483644078,0.026001924777799695,0.07370853430345832,0.031085447514656542,0.16750927634059737,0.05158997408826818,0.15261825876373594,0.050721980119257465,157.98488366909078,142.51063623092958,160.97375021827378,149.62060459442026,0.2644972098896806,0.01867018874962345,0.2677590897784582,0.015250982868810825,0.9387192690417355,0.18039927053352678,0.2031682751016215,0.28973858499809046,0.0,0.008790614139569108,0.0,0.02517768259308798,0.9888419449915582,0.10917270595163531,0.941035950236824,0.01850221324727419,72.5,15.5,0.0015180347307221541,0.00047166633578188074,0.9457483920098619,0.021239697247319667,68.0,15.5,0.0016459208683473388,0.000397946129335735,0.07720654956994955,0.16006376755216667,0.2661281498340694,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.10969035553605155,0.08070456483644078,False,0.0,False,not_required
37,0.043500727827283654,0.016619062938056324,0.04080745343685903,0.009598284598581704,0.40739583333333335,0.0829166666666667,0.4402083333333333,0.08979166666666671,0.038398529230718445,0.015668734917379114,0.035980793366422736,0.009698002875170773,0.09165247806159385,0.04516830175943731,0.09148164941553857,0.04543028154007939,95.88228407574027,42.30251489376025,90.5348567766276,39.60237479897822,0.33199717083791214,0.017078412373824625,0.33055432329707257,0.017659811715833196,0.8882621371338768,0.4130053790812287,0.449865590081725,0.6099382527858827,0.0,0.022088009795826855,0.0,0.1886593390265587,0.9758687057137615,0.2316398463070648,0.8529773776935119,0.021607531899310972,55.5,6.75,0.0008977485670194005,0.00012015716374269016,0.8673435130679177,0.0324053758966214,53.0,7.5,0.0009069914951400801,0.0001447035754100971,0.03718966129857059,0.09156706373856621,0.33127574706749235,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.04381142710400985,0.039649187936011535,False,0.0,False,not_required
38,0.04769630931591875,0.01631744036671292,0.04523267018137239,0.019498500675847144,0.7645833333333334,0.08343749999999994,0.7894791666666667,0.08703125,0.03881862154888355,0.009228263587301673,0.03791992883494215,0.015835202134938203,0.0556628660278574,0.04328893661527135,0.04893765265409741,0.05660629488203577,149.57936590113786,142.6483216928642,105.46608198202205,137.90324156448168,0.358168660311359,0.025106790236384624,0.3490668569932006,0.03486563529476849,0.9205220451089576,0.2530253800413649,0.28468569490883866,0.41615406875670047,-0.013375263999414813,0.027419461764948486,-0.07377724615618779,0.15975055174795727,0.8861215749565929,0.22795531238139677,0.9298690495356556,0.019651217121033016,91.0,12.0,0.0008596664846664847,0.00014560549397063798,0.9293474320761829,0.018499820019895585,87.5,16.75,0.0009226128472222222,0.000285911887079927,0.03836927519191285,0.05230025934097741,0.35361775865227985,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.04769630931591875,0.03881862154888355,False,0.0,False,not_required
39,0.07268843974303058,0.02144604442165822,0.06834795443843975,0.028025394788402748,0.8152083333333333,0.10843750000000008,0.8494791666666666,0.11848958333333337,0.03782713044169716,0.014523371253724163,0.035199884154997904,0.009817366725956893,0.1248960926672624,0.09631019110848249,0.11275572909558781,0.08581507154400213,110.67467858756734,23.477775972175365,102.56557712561751,27.06358999871462,0.19401663573438777,0.02508707770006821,0.20423909244426802,0.030717024360004563,0.9517688957982042,0.1735325272448759,0.15980638452265078,0.22996634309081618,-0.0008416033010562873,0.007155256992084594,-0.002296733761808309,0.025040391777768442,0.97594301176925,0.19388779694830627,0.9509015750235306,0.02394443173438232,40.5,8.5,0.003010149572649573,0.0008118278461968029,0.9571908437126775,0.026808730837635353,40.0,8.25,0.0031110347985347985,0.0006892842294900221,0.03651350729834753,0.1188259108814251,0.1991278640893279,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.07285036761401054,0.03782713044169716,False,0.0,False,not_required
40,0.08244344889412666,0.020892282528418835,0.0742972132908406,0.02670161548460115,0.6621874999999999,0.042760416666666634,0.6946874999999999,0.09171875000000007,0.057756167141712014,0.02114475729792046,0.05512603098659682,0.023400871341171456,0.09449973011781942,0.0717241970488812,0.09181333228736185,0.06104333800673148,97.96027248600593,44.358595274816366,92.22739177348865,38.42862830752313,0.24909587011661916,0.030010735971754132,0.2643155168980684,0.024791569678771053,0.9280559541905717,0.26980828830932324,0.23435513974175762,0.4387832488835406,0.004322779788539205,0.02910193640027957,0.016027000576494796,0.10886169200272022,0.9841620191322675,0.0835162650343877,0.9231364446639083,0.010021950735241814,60.0,15.75,0.0016448466909532483,0.00028988834008780804,0.932583025865606,0.02573802580580342,61.5,14.25,0.0015797921836228287,0.00033639363905025514,0.05644109906415441,0.09315653120259064,0.2567056935073438,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.08244344889412666,0.05820081059825066,False,0.0,False,not_required
41,0.0748299824634931,0.012104540186753193,0.06851933417518294,0.015840273740701093,0.5862499999999999,0.11791666666666667,0.6051041666666667,0.15416666666666667,0.05646822160692117,0.012370888902953903,0.054376185273617,0.016778655758995495,0.0987214765850346,0.10505924085709097,0.11185877166077848,0.11359117925557652,105.45749113335171,49.29591548894551,109.53853253439635,44.126714283250934,0.2597501451978576,0.026230079926987476,0.26073400855351964,0.03204455789433819,0.9249776174045405,0.3554203257922819,0.23843252563331557,0.5085096225943779,-0.007378667591498619,0.01643216371233091,-0.029456936182808147,0.06936186023646046,0.9647649476415665,0.15676417226023198,0.912882834818364,0.028833220242796664,72.5,13.5,0.0011763109057885178,0.0001431527660686509,0.9169739488891362,0.028390547819042267,63.0,15.75,0.0012698412698412698,0.0005187917239410462,0.05542220344026909,0.10529012412290654,0.2602420768756886,Dense-global,Mixed/isotropic,Intermediate,N/A,Low-frequency,Dense-global + Mixed/isotropic + Low-frequency + Intermediate,0.0748299824634931,0.056511096785931046,False,0.0,False,not_required
42,0.08024541246404054,0.020477809375218453,0.07548646775807774,0.0252841767489225,0.5965625,0.04661458333333335,0.5707291666666667,0.1339583333333333,0.07415645056632125,0.01836858614889625,0.07061435765944839,0.02671281703190765,0.09442708335365001,0.08253177067771467,0.10189574326881888,0.06954142566923671,124.63482826090676,14.0908941257114,120.6143855365732,23.904998828592866,0.3740718805298029,0.028878400239583824,0.3711778740841877,0.03366997461765531,0.8923685721617057,0.2571601532993152,0.3956093129805214,0.5064023608169976,-0.005704146120278905,0.02442181101041476,-0.0298618512200172,0.12278701281347254,0.9999999999865288,0.119639626370174,0.8935023815221041,0.010726077074072915,75.5,10.5,0.0008688225538971807,8.694584892699278e-05,0.8861619623533485,0.0323290817310653,73.5,10.75,0.0008398396216444725,0.00010842694440957345,0.07238540411288483,0.09816141331123444,0.3726248773069953,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.08024541246404054,0.07563414434052743,False,0.0,False,not_required
43,0.04213500697754001,0.005248999783320052,0.03829971018979671,0.008783134467778883,0.8836458333333332,0.04484374999999996,0.8729166666666667,0.038697916666666665,0.03281745416712741,0.007512527240009392,0.02925947284745682,0.009938815377085665,0.07377713080497438,0.04006838957797801,0.07893065680684572,0.03866213408226389,108.28854301175559,23.303777951335377,103.86959843060531,34.52870256885265,0.28957450876957314,0.028372010561622252,0.2911358963997812,0.028962403524748492,0.8533364526615006,0.35498303752641625,0.34109059642814843,0.3668892395493245,-0.01975213148924619,0.02585199926165553,-0.08742587435604576,0.11660430442119817,0.9216262587648366,0.17801683240530763,0.9502104388190373,0.004875187205651832,74.0,8.5,0.0017599737591175947,0.0002799626193236821,0.9500906722362258,0.005300833642333247,69.5,16.25,0.0018088218447237497,0.00044225160759161727,0.031038463507292117,0.07635389380591004,0.2903552025846772,Dense-global,Region-blob,Sensitive,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Sensitive,0.04258948894125367,0.032965179987825055,False,0.0,False,not_required
44,0.01570864076542773,0.0063207293589038465,0.01952059811323742,0.007718621575677771,0.2845833333333333,0.04692708333333334,0.27989583333333334,0.057083333333333375,0.016363928781450994,0.005321911684391877,0.019178089215186458,0.0063086542101235404,0.06555149993867304,0.08311335005349246,0.0789654618639572,0.07302500802891473,148.55526433512938,43.96526852070154,140.26164877868834,82.5469921075834,0.40905765595842847,0.02515010565783149,0.4024035361535856,0.030538512105590887,0.8334167749082395,0.49712286411626677,0.6433445679845131,0.9206444632367587,0.0001622110371052518,0.004650388911689639,0.0037809820273787165,0.07961032780151779,1.007946859362292,0.3375927724650233,0.807792546267077,0.01912396277066386,40.5,10.75,0.000660135582010582,8.762294230914443e-05,0.8069040292235745,0.027832452339483837,38.0,8.75,0.0006650103767560664,8.325286698614794e-05,0.017771008998318724,0.07225848090131512,0.40573059605600703,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.01984464092583053,0.019538426278394968,False,0.0,False,not_required
45,0.06006552901945893,0.025779675366966,0.05284098663287787,0.018724170908999672,0.5109375,0.027083333333333348,0.49645833333333333,0.10354166666666664,0.039942608643292216,0.010422224387613435,0.037234276612740466,0.009855133924824871,0.20870069378626938,0.12576306162194736,0.20506809109676474,0.11797765873431165,91.48518163926212,16.62307978881219,93.02701420055062,15.345538557638193,0.22621110404071365,0.03290665064585907,0.22878618368693482,0.03410498461441053,0.946346998352849,0.21983513863830106,0.26027129968915874,0.4570330212268749,0.0,0.0572648883489141,0.0,0.33191216513999855,0.9756982083424677,0.302612457729762,0.8807968272963149,0.00920979105650599,45.0,15.25,0.001635490394337715,0.0006944444444444441,0.8789396401015617,0.03212521439444571,40.5,17.5,0.0016933001893939393,0.0006019093068846363,0.03858844262801634,0.20688439244151707,0.22749864386382423,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.06006552901945893,0.04032983763510942,False,0.0,False,not_required
46,0.054256816714108244,0.011320322473643382,0.04861382228821187,0.028413180182739355,0.5869791666666666,0.04109375000000004,0.5851041666666666,0.06104166666666666,0.0474965127340737,0.01432949157843736,0.04167133515046556,0.02242722456995389,0.19184818543684634,0.0659420663660995,0.15610265736487028,0.07847586767503612,102.12428512103666,18.212312919776295,100.75472289391196,17.86357569774718,0.32547812649908614,0.01962734637774388,0.3260758756233294,0.028566446980890725,0.8968577108555096,0.32392036942623537,0.38516887283093193,0.5097303418002624,-0.005218492477632702,0.04247486709799682,-0.0408047531340476,0.30915151434241356,0.9646722051461964,0.3700540135470435,0.8856627014233652,0.00740866855194422,58.5,9.25,0.001215846994535519,0.00016657604548229554,0.8838275350596076,0.01054420141528667,56.0,10.75,0.0012505059704513255,0.000380362878750283,0.044583923942269635,0.1739754214008583,0.32577700106120777,Dense-global,Region-blob,Intermediate,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Intermediate,0.054256816714108244,0.04797366259524831,False,0.0,False,not_required
47,0.06906036999482514,0.012789460875370778,0.059478741427593115,0.028336173951097714,0.5253125000000001,0.017291666666666594,0.5039583333333333,0.19322916666666667,0.04383863166031736,0.009407220054791304,0.03940577612068279,0.01730937317847182,0.2239204910233472,0.08060245659685522,0.22073810022400187,0.1168380736385845,154.22622797318311,19.925754674674664,153.83262745126055,17.42130022315959,0.22634291832220677,0.028997572663274407,0.23618666335098376,0.025265342459165563,0.9358654375469876,0.18148201807573905,0.30674325616093334,0.46017078095113834,-4.9904893440963494e-05,0.06852652783366306,-0.0003308177837817571,0.4483179832741663,0.909768849984855,0.43273959564097886,0.8755474900808008,0.009350533700248853,36.5,11.0,0.002051560489060489,0.0006617177522349933,0.8685777876380938,0.04925622151589204,35.0,17.5,0.0020402167277167277,0.0004577770489273033,0.04162220389050007,0.22232929562367454,0.23126479083659526,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.06906036999482514,0.044407278947454956,False,0.0,False,not_required
48,0.09618917121731516,0.02336209265150327,0.09095871330793158,0.025080818179173126,0.5865625,0.11510416666666656,0.5995833333333334,0.13203124999999993,0.05782605479567353,0.010587073436228604,0.052252650049605096,0.01742683584800534,0.13399810716832738,0.07184103310964637,0.1487744515587244,0.0834058905738004,56.1678124025518,18.6232813750536,54.31160528964392,16.58380842259453,0.22564243781071935,0.02425029520337743,0.2217094386898049,0.026409250181646887,0.9374238625306227,0.216994979612386,0.2552086228367907,0.38003794999048357,0.0,0.007886754361763122,0.0,0.02866618201159357,0.9233670966654454,0.16024936138958745,0.9110074248896576,0.02383195597688159,46.5,12.75,0.001613356881214024,0.00045678432191590085,0.9158098411252364,0.026863857266110736,41.0,10.5,0.001840544871794872,0.0005063066893424035,0.05503935242263931,0.14138627936352588,0.2236759382502621,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.09618917121731516,0.05782605479567353,False,0.0,False,not_required
49,0.05923811174850009,0.030335577390220032,0.050882054847056456,0.03378287674681055,0.3207291666666666,0.0538541666666667,0.3047916666666667,0.09697916666666667,0.04416166428278859,0.02496672471838171,0.04100468439411985,0.027481743244643277,0.3236701344531392,0.04603974828918772,0.30234323799058227,0.09259438210766663,173.26422992413626,8.916036727598026,172.84220084821976,12.47428209960799,0.28558827696875166,0.026798394205600373,0.2942769939399337,0.023157216406589076,0.9519927245793621,0.15437231747684954,0.3069629981825934,0.4571954950284851,-0.005379296113451344,0.01458517933550979,-0.044291545139139146,0.16023182977614367,0.9694869032552718,0.15945965983286592,0.8113357864948014,0.03179267689673826,28.5,14.5,0.0013237953862953863,0.00028374339830428185,0.8036179033551958,0.040632661943524995,27.0,16.5,0.0013222160630697215,0.0003072803195352217,0.04258317433845422,0.31300668622186073,0.28993263545434267,Moderate-region,Region-blob,Stable,N/A,Low-frequency,Moderate-region + Region-blob + Low-frequency + Stable,0.05923811174850009,0.044990892606366184,False,0.0,False,not_required
50,0.03759778541437888,0.016385028799955088,0.03099609324416756,0.021273312889051394,0.32729166666666665,0.03885416666666669,0.29218750000000004,0.09375,0.037987168508033436,0.014471575971803097,0.03152726513887971,0.020038493864808982,0.06800413676982259,0.037286261997469664,0.07383229516077963,0.04269193366652348,78.07906593099781,47.40524276264933,74.68163070588766,58.0086739135584,0.3991186203916829,0.01388290621981142,0.3982855138825301,0.023789571122526443,0.8862540749763187,0.19765425737094322,0.47873135040460185,0.49054611974951506,-0.010369077087677096,0.021546048141303044,-0.1323298144454812,0.258670337629481,0.9999999999683271,0.21792497068150618,0.808341713873109,0.018856472979626226,41.0,8.0,0.0007830050624901123,0.0001849413751987282,0.7887409641196051,0.04431100239763508,37.0,12.75,0.0007948546133853152,0.00016459850582468548,0.034757216823456574,0.07091821596530111,0.3987020671371065,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.03941337796563277,0.03966764082826657,False,0.0,False,not_required
