sample_id,timestamp,selection_source,phase,event_rank,layer,condition,png_path,source_npz
17,1305031462.591862,turn_on,after,2,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_17_1305031462.591862_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_17_1305031462.591862.npz
17,1305031462.591862,turn_on,after,2,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_17_1305031462.591862_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_17_1305031462.591862.npz
17,1305031462.591862,turn_on,after,2,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_17_1305031462.591862_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_17_1305031462.591862.npz
17,1305031462.591862,turn_on,after,2,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_17_1305031462.591862_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_17_1305031462.591862.npz
17,1305031462.591862,turn_on,after,2,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_17_1305031462.591862_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_17_1305031462.591862.npz
18,1305031462.791943,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
18,1305031462.791943,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
18,1305031462.791943,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
18,1305031462.791943,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
18,1305031462.791943,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
18,1305031462.791943,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_18_1305031462.791943_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_18_1305031462.791943.npz
19,1305031464.527574,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
19,1305031464.527574,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
19,1305031464.527574,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
19,1305031464.527574,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
19,1305031464.527574,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
19,1305031464.527574,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_19_1305031464.527574_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_19_1305031464.527574.npz
20,1305031466.259815,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
20,1305031466.259815,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
20,1305031466.259815,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
20,1305031466.259815,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
20,1305031466.259815,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
20,1305031466.259815,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_20_1305031466.259815_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_20_1305031466.259815.npz
21,1305031466.759637,turn_on,before,1,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
21,1305031466.759637,turn_on,before,1,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
21,1305031466.759637,turn_on,before,1,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
21,1305031466.759637,turn_on,before,1,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
21,1305031466.759637,turn_on,before,1,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
21,1305031466.759637,turn_on,before,1,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_21_1305031466.759637_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_21_1305031466.759637.npz
22,1305031466.895694,turn_on,peak,1,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
22,1305031466.895694,turn_on,peak,1,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
22,1305031466.895694,turn_on,peak,1,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
22,1305031466.895694,turn_on,peak,1,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
22,1305031466.895694,turn_on,peak,1,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
22,1305031466.895694,turn_on,peak,1,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_22_1305031466.895694_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_22_1305031466.895694.npz
23,1305031467.027843,turn_on,after,1,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
23,1305031467.027843,turn_on,after,1,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
23,1305031467.027843,turn_on,after,1,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
23,1305031467.027843,turn_on,after,1,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
23,1305031467.027843,turn_on,after,1,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
23,1305031467.027843,turn_on,after,1,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_23_1305031467.027843_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_23_1305031467.027843.npz
24,1305031467.995754,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
24,1305031467.995754,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
24,1305031467.995754,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
24,1305031467.995754,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
24,1305031467.995754,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
24,1305031467.995754,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_24_1305031467.995754_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_24_1305031467.995754.npz
25,1305031468.659579,turn_off,before,3,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
25,1305031468.659579,turn_off,before,3,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
25,1305031468.659579,turn_off,before,3,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
25,1305031468.659579,turn_off,before,3,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
25,1305031468.659579,turn_off,before,3,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
25,1305031468.659579,turn_off,before,3,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_25_1305031468.659579_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_25_1305031468.659579.npz
26,1305031468.795796,turn_off,peak,3,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
26,1305031468.795796,turn_off,peak,3,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
26,1305031468.795796,turn_off,peak,3,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
26,1305031468.795796,turn_off,peak,3,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
26,1305031468.795796,turn_off,peak,3,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
26,1305031468.795796,turn_off,peak,3,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_26_1305031468.795796_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_26_1305031468.795796.npz
27,1305031468.928141,turn_off,after,3,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
27,1305031468.928141,turn_off,after,3,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
27,1305031468.928141,turn_off,after,3,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
27,1305031468.928141,turn_off,after,3,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
27,1305031468.928141,turn_off,after,3,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
27,1305031468.928141,turn_off,after,3,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_27_1305031468.928141_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_27_1305031468.928141.npz
28,1305031469.727679,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
28,1305031469.727679,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
28,1305031469.727679,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
28,1305031469.727679,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
28,1305031469.727679,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
28,1305031469.727679,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_28_1305031469.727679_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_28_1305031469.727679.npz
29,1305031471.459647,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
29,1305031471.459647,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
29,1305031471.459647,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
29,1305031471.459647,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
29,1305031471.459647,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
29,1305031471.459647,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_29_1305031471.459647_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_29_1305031471.459647.npz
30,1305031473.196069,uniform,,,conv1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_conv1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
30,1305031473.196069,uniform,,,conv1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_conv1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
30,1305031473.196069,uniform,,,layer1,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_layer1_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
30,1305031473.196069,uniform,,,layer1,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_layer1_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
30,1305031473.196069,uniform,,,layer2,clean,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_layer2_clean.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
30,1305031473.196069,uniform,,,layer2,light,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu_png/sample_30_1305031473.196069_layer2_light.png,/home/melody/code/individual_project/channel_selection_results/step_0_data_preparation/features_post_relu/frames/sample_30_1305031473.196069.npz
